id,description,learning_outcomes,Skill,Level,Knowledge Required,Task Abilities
10892037082042,"this course is comparative in nature and examines in - depth various key evidentiary doctrines , focussing upon the jurisprudence of the european court of human rights and    differences in the approaches adopted by national    jurisdictions . the emphasis is not so much on ‘ black - letter law ’ but on the principles and policies , often clashing , which underlie the detailed legal rules and regulations governing the relevant types of evidence .",,Evidence Law,4,"['legal doctrines', 'jurisprudence', 'comparative law']","['analyze law', 'research cases', 'write legal arguments.']"
10892037082042,"this course is comparative in nature and examines in - depth various key evidentiary doctrines , focussing upon the jurisprudence of the european court of human rights and    differences in the approaches adopted by national    jurisdictions . the emphasis is not so much on ‘ black - letter law ’ but on the principles and policies , often clashing , which underlie the detailed legal rules and regulations governing the relevant types of evidence .",,Research Skills,3,"['information sources', 'critical evaluation', 'legal databases']","['gather data', 'synthesize information', 'document findings.']"
10892037082042,"this course is comparative in nature and examines in - depth various key evidentiary doctrines , focussing upon the jurisprudence of the european court of human rights and    differences in the approaches adopted by national    jurisdictions . the emphasis is not so much on ‘ black - letter law ’ but on the principles and policies , often clashing , which underlie the detailed legal rules and regulations governing the relevant types of evidence .",,Writing Skills,3,"['legal writing style', 'argument construction', 'grammar and syntax']","['draft legal documents', 'write research summaries', 'communicate legal analysis.']"
10892037082042,"this course is comparative in nature and examines in - depth various key evidentiary doctrines , focussing upon the jurisprudence of the european court of human rights and    differences in the approaches adopted by national    jurisdictions . the emphasis is not so much on ‘ black - letter law ’ but on the principles and policies , often clashing , which underlie the detailed legal rules and regulations governing the relevant types of evidence .",,Analytical Skills,3,"['logical reasoning', 'problem-solving', 'critical thinking']","['identify key issues', 'evaluate evidence', 'draw logical conclusions.']"
10892037082042,"this course is comparative in nature and examines in - depth various key evidentiary doctrines , focussing upon the jurisprudence of the european court of human rights and    differences in the approaches adopted by national    jurisdictions . the emphasis is not so much on ‘ black - letter law ’ but on the principles and policies , often clashing , which underlie the detailed legal rules and regulations governing the relevant types of evidence .",,Communication Skills,3,"['legal terminology', 'clear expression', 'active listening']","['present findings', 'explain legal concepts', 'engage in debate.']"
10557029632797,"managers and human resources management professionals must be able to understand financial information contained in financial statements and reports . line managers must be able to understand financial information contained in financial statements and reports in order to evaluate their unit 's financial performance , to communicate clearly with other managers , and to apply financial information when making decisions . human resources management professionals must understand financial statements and principles if they are to effectively assist line managers and be strategic partners with other business functions . this course will focus on the interpretation and use of basic financial information by non - financial managers , not on the production of financial statements and reports .","students have a basic familiarity with the field of finance and an understanding of the financial goal of a business , and they have an appreciation for the ethical considerations inherent in financial management . students can explain the broad structure of the financial field , how the finance department functions in a typical organization and they can define the financial goal of all business firms , differentiating between wealth and profit maximization . students can give illustrations of the ethical issues that arise in connection with financial management and they can explain how the principles in this course apply to non - profit entities as well as profit seeking firms . students can explain basic accounting principles , are able to read and interpret the firm ’s basic financial statements , and can use financial ratios to assess a firm ’s health and performance . students can explain the fundamental principles upon which accounting is based , can interpret the various accounts on income statements , balance sheets , and cash flow statements , and can evaluate the health and performance of a firm using ratio analysis . students can prepare a budget and understand its use in financial decision making . students can prepare an operating budget for a typical department in a firm . students can explain the time value of money concept and how it is used in decision making . students can explain why the time value of money concept is important in business and can solve simple time value of money problems , including solving for a rate of return . students can evaluate business proposals using capital budgeting decision rules such as payback , break - even analysis , npv , and irr . students are able to calculate payback periods , read a break - even chart , and apply the npv and irr criteria to evaluate the merits of a project .",Financial Analysis,3,"['Financial statements', 'Ratio Analysis', 'Accounting Principles']","['Assess firm performance', 'Interpret financial ratios', 'Evaluate financial health.']"
10557029632797,"managers and human resources management professionals must be able to understand financial information contained in financial statements and reports . line managers must be able to understand financial information contained in financial statements and reports in order to evaluate their unit 's financial performance , to communicate clearly with other managers , and to apply financial information when making decisions . human resources management professionals must understand financial statements and principles if they are to effectively assist line managers and be strategic partners with other business functions . this course will focus on the interpretation and use of basic financial information by non - financial managers , not on the production of financial statements and reports .","students have a basic familiarity with the field of finance and an understanding of the financial goal of a business , and they have an appreciation for the ethical considerations inherent in financial management . students can explain the broad structure of the financial field , how the finance department functions in a typical organization and they can define the financial goal of all business firms , differentiating between wealth and profit maximization . students can give illustrations of the ethical issues that arise in connection with financial management and they can explain how the principles in this course apply to non - profit entities as well as profit seeking firms . students can explain basic accounting principles , are able to read and interpret the firm ’s basic financial statements , and can use financial ratios to assess a firm ’s health and performance . students can explain the fundamental principles upon which accounting is based , can interpret the various accounts on income statements , balance sheets , and cash flow statements , and can evaluate the health and performance of a firm using ratio analysis . students can prepare a budget and understand its use in financial decision making . students can prepare an operating budget for a typical department in a firm . students can explain the time value of money concept and how it is used in decision making . students can explain why the time value of money concept is important in business and can solve simple time value of money problems , including solving for a rate of return . students can evaluate business proposals using capital budgeting decision rules such as payback , break - even analysis , npv , and irr . students are able to calculate payback periods , read a break - even chart , and apply the npv and irr criteria to evaluate the merits of a project .",Budget Preparation,3,"['Budget planning', 'Cost allocation', 'Financial forecasting']","['Develop operational budgets', 'Allocate departmental resources', 'Control expenditures.']"
10557029632797,"managers and human resources management professionals must be able to understand financial information contained in financial statements and reports . line managers must be able to understand financial information contained in financial statements and reports in order to evaluate their unit 's financial performance , to communicate clearly with other managers , and to apply financial information when making decisions . human resources management professionals must understand financial statements and principles if they are to effectively assist line managers and be strategic partners with other business functions . this course will focus on the interpretation and use of basic financial information by non - financial managers , not on the production of financial statements and reports .","students have a basic familiarity with the field of finance and an understanding of the financial goal of a business , and they have an appreciation for the ethical considerations inherent in financial management . students can explain the broad structure of the financial field , how the finance department functions in a typical organization and they can define the financial goal of all business firms , differentiating between wealth and profit maximization . students can give illustrations of the ethical issues that arise in connection with financial management and they can explain how the principles in this course apply to non - profit entities as well as profit seeking firms . students can explain basic accounting principles , are able to read and interpret the firm ’s basic financial statements , and can use financial ratios to assess a firm ’s health and performance . students can explain the fundamental principles upon which accounting is based , can interpret the various accounts on income statements , balance sheets , and cash flow statements , and can evaluate the health and performance of a firm using ratio analysis . students can prepare a budget and understand its use in financial decision making . students can prepare an operating budget for a typical department in a firm . students can explain the time value of money concept and how it is used in decision making . students can explain why the time value of money concept is important in business and can solve simple time value of money problems , including solving for a rate of return . students can evaluate business proposals using capital budgeting decision rules such as payback , break - even analysis , npv , and irr . students are able to calculate payback periods , read a break - even chart , and apply the npv and irr criteria to evaluate the merits of a project .",Decision Making,3,"['Financial concepts', 'Risk assessment', 'Business strategy']","['Analyze financial data', 'Evaluate investment opportunities', 'Make informed choices.']"
10557029632797,"managers and human resources management professionals must be able to understand financial information contained in financial statements and reports . line managers must be able to understand financial information contained in financial statements and reports in order to evaluate their unit 's financial performance , to communicate clearly with other managers , and to apply financial information when making decisions . human resources management professionals must understand financial statements and principles if they are to effectively assist line managers and be strategic partners with other business functions . this course will focus on the interpretation and use of basic financial information by non - financial managers , not on the production of financial statements and reports .","students have a basic familiarity with the field of finance and an understanding of the financial goal of a business , and they have an appreciation for the ethical considerations inherent in financial management . students can explain the broad structure of the financial field , how the finance department functions in a typical organization and they can define the financial goal of all business firms , differentiating between wealth and profit maximization . students can give illustrations of the ethical issues that arise in connection with financial management and they can explain how the principles in this course apply to non - profit entities as well as profit seeking firms . students can explain basic accounting principles , are able to read and interpret the firm ’s basic financial statements , and can use financial ratios to assess a firm ’s health and performance . students can explain the fundamental principles upon which accounting is based , can interpret the various accounts on income statements , balance sheets , and cash flow statements , and can evaluate the health and performance of a firm using ratio analysis . students can prepare a budget and understand its use in financial decision making . students can prepare an operating budget for a typical department in a firm . students can explain the time value of money concept and how it is used in decision making . students can explain why the time value of money concept is important in business and can solve simple time value of money problems , including solving for a rate of return . students can evaluate business proposals using capital budgeting decision rules such as payback , break - even analysis , npv , and irr . students are able to calculate payback periods , read a break - even chart , and apply the npv and irr criteria to evaluate the merits of a project .",Communication,2,"['Business communication', 'Financial terminology', 'Active listening']","['Explain financial information', 'Present financial data', 'Collaborate with stakeholders.']"
10557029632797,"managers and human resources management professionals must be able to understand financial information contained in financial statements and reports . line managers must be able to understand financial information contained in financial statements and reports in order to evaluate their unit 's financial performance , to communicate clearly with other managers , and to apply financial information when making decisions . human resources management professionals must understand financial statements and principles if they are to effectively assist line managers and be strategic partners with other business functions . this course will focus on the interpretation and use of basic financial information by non - financial managers , not on the production of financial statements and reports .","students have a basic familiarity with the field of finance and an understanding of the financial goal of a business , and they have an appreciation for the ethical considerations inherent in financial management . students can explain the broad structure of the financial field , how the finance department functions in a typical organization and they can define the financial goal of all business firms , differentiating between wealth and profit maximization . students can give illustrations of the ethical issues that arise in connection with financial management and they can explain how the principles in this course apply to non - profit entities as well as profit seeking firms . students can explain basic accounting principles , are able to read and interpret the firm ’s basic financial statements , and can use financial ratios to assess a firm ’s health and performance . students can explain the fundamental principles upon which accounting is based , can interpret the various accounts on income statements , balance sheets , and cash flow statements , and can evaluate the health and performance of a firm using ratio analysis . students can prepare a budget and understand its use in financial decision making . students can prepare an operating budget for a typical department in a firm . students can explain the time value of money concept and how it is used in decision making . students can explain why the time value of money concept is important in business and can solve simple time value of money problems , including solving for a rate of return . students can evaluate business proposals using capital budgeting decision rules such as payback , break - even analysis , npv , and irr . students are able to calculate payback periods , read a break - even chart , and apply the npv and irr criteria to evaluate the merits of a project .",Time Value of Money,3,"['Discounting', 'Compounding', 'Investment analysis']","['Calculate future values', 'Evaluate investment returns', 'Understand interest rates.']"
2413771625545,"anatomy and physiology ii is the second part of a two - course sequence . it is a study of the structure and function of the human body including the following systems : endocrine , cardiovascular , immune , lymphatic , respiratory , digestive ( including nutrition ) , urinary ( including fluid and electrolyte balance ) , and reproductive ( including human development and genetics ) . emphasis is on interrelationships among systems and regulation of physiological functions involved in maintaining homeostasis . lab : the lab provides a hands - on learning experience for exploration of human system components and basic physiology . systems to be studied include endocrine , cardiovascular , immune , lymphatic , respiratory , digestive ( including nutrition ) , urinary ( including fluid and electrolyte balance ) , and reproductive ( including human development and genetics ) . lab required .","use anatomical terminology to identify and describe locations of major organs of each system covered . explain interrelationships among molecular , cellular , tissue , and organ functions in each system . describe the interdependency and interactions of the systems . explain contributions of organs and systems to the maintenance of homeostasis . identify causes and effects of homeostatic imbalances . describe modern technology and tools used to study anatomy and physiology . apply appropriate safety and ethical standards . locate and identify anatomical structures . appropriately utilize laboratory equipment , such as microscopes , dissection tools , general lab ware , physiology data acquisition systems , and virtual simulations . work collaboratively to perform experiments . demonstrate the steps involved in the scientific method . communicate results of scientific investigations , analyze data and formulate conclusions . use critical thinking and scientific problem - solving skills , including , but not limited to , inferring , integrating , synthesizing , and summarizing , to make decisions , recommendations , and predictions . apply scientific reasoning to investigate questions and utilize scientific tools such as microscopes and laboratory equipment to collect and analyze data . identify and describe the major gross anatomy and microscopic components . analyze and explain the functional roles of the following : endocrine system , circulatory system , lymphatic and immune systems , respiratory system , digestive system , urinary system , fluid / electrolyte and acid / base ( ph ) balances , reproductive system , development and inheritance . integrate the overall homeostatic mechanisms of these body systems .",Anatomy,4,"['Human body parts', 'Anatomical terminology', 'Imaging techniques']","['Identify structures', 'Describe locations', 'Understand relationships.']"
2413771625545,"anatomy and physiology ii is the second part of a two - course sequence . it is a study of the structure and function of the human body including the following systems : endocrine , cardiovascular , immune , lymphatic , respiratory , digestive ( including nutrition ) , urinary ( including fluid and electrolyte balance ) , and reproductive ( including human development and genetics ) . emphasis is on interrelationships among systems and regulation of physiological functions involved in maintaining homeostasis . lab : the lab provides a hands - on learning experience for exploration of human system components and basic physiology . systems to be studied include endocrine , cardiovascular , immune , lymphatic , respiratory , digestive ( including nutrition ) , urinary ( including fluid and electrolyte balance ) , and reproductive ( including human development and genetics ) . lab required .","use anatomical terminology to identify and describe locations of major organs of each system covered . explain interrelationships among molecular , cellular , tissue , and organ functions in each system . describe the interdependency and interactions of the systems . explain contributions of organs and systems to the maintenance of homeostasis . identify causes and effects of homeostatic imbalances . describe modern technology and tools used to study anatomy and physiology . apply appropriate safety and ethical standards . locate and identify anatomical structures . appropriately utilize laboratory equipment , such as microscopes , dissection tools , general lab ware , physiology data acquisition systems , and virtual simulations . work collaboratively to perform experiments . demonstrate the steps involved in the scientific method . communicate results of scientific investigations , analyze data and formulate conclusions . use critical thinking and scientific problem - solving skills , including , but not limited to , inferring , integrating , synthesizing , and summarizing , to make decisions , recommendations , and predictions . apply scientific reasoning to investigate questions and utilize scientific tools such as microscopes and laboratory equipment to collect and analyze data . identify and describe the major gross anatomy and microscopic components . analyze and explain the functional roles of the following : endocrine system , circulatory system , lymphatic and immune systems , respiratory system , digestive system , urinary system , fluid / electrolyte and acid / base ( ph ) balances , reproductive system , development and inheritance . integrate the overall homeostatic mechanisms of these body systems .",Physiology,4,"['Physiological processes', 'Homeostasis mechanisms', 'Systems interaction']","['Analyze function', 'Explain regulation', 'Describe responses.']"
2413771625545,"anatomy and physiology ii is the second part of a two - course sequence . it is a study of the structure and function of the human body including the following systems : endocrine , cardiovascular , immune , lymphatic , respiratory , digestive ( including nutrition ) , urinary ( including fluid and electrolyte balance ) , and reproductive ( including human development and genetics ) . emphasis is on interrelationships among systems and regulation of physiological functions involved in maintaining homeostasis . lab : the lab provides a hands - on learning experience for exploration of human system components and basic physiology . systems to be studied include endocrine , cardiovascular , immune , lymphatic , respiratory , digestive ( including nutrition ) , urinary ( including fluid and electrolyte balance ) , and reproductive ( including human development and genetics ) . lab required .","use anatomical terminology to identify and describe locations of major organs of each system covered . explain interrelationships among molecular , cellular , tissue , and organ functions in each system . describe the interdependency and interactions of the systems . explain contributions of organs and systems to the maintenance of homeostasis . identify causes and effects of homeostatic imbalances . describe modern technology and tools used to study anatomy and physiology . apply appropriate safety and ethical standards . locate and identify anatomical structures . appropriately utilize laboratory equipment , such as microscopes , dissection tools , general lab ware , physiology data acquisition systems , and virtual simulations . work collaboratively to perform experiments . demonstrate the steps involved in the scientific method . communicate results of scientific investigations , analyze data and formulate conclusions . use critical thinking and scientific problem - solving skills , including , but not limited to , inferring , integrating , synthesizing , and summarizing , to make decisions , recommendations , and predictions . apply scientific reasoning to investigate questions and utilize scientific tools such as microscopes and laboratory equipment to collect and analyze data . identify and describe the major gross anatomy and microscopic components . analyze and explain the functional roles of the following : endocrine system , circulatory system , lymphatic and immune systems , respiratory system , digestive system , urinary system , fluid / electrolyte and acid / base ( ph ) balances , reproductive system , development and inheritance . integrate the overall homeostatic mechanisms of these body systems .",Science Method,3,"['Experimental design', 'Data analysis', 'Interpretation']","['Conduct experiments', 'Draw conclusions', 'Communicate findings.']"
2413771625545,"anatomy and physiology ii is the second part of a two - course sequence . it is a study of the structure and function of the human body including the following systems : endocrine , cardiovascular , immune , lymphatic , respiratory , digestive ( including nutrition ) , urinary ( including fluid and electrolyte balance ) , and reproductive ( including human development and genetics ) . emphasis is on interrelationships among systems and regulation of physiological functions involved in maintaining homeostasis . lab : the lab provides a hands - on learning experience for exploration of human system components and basic physiology . systems to be studied include endocrine , cardiovascular , immune , lymphatic , respiratory , digestive ( including nutrition ) , urinary ( including fluid and electrolyte balance ) , and reproductive ( including human development and genetics ) . lab required .","use anatomical terminology to identify and describe locations of major organs of each system covered . explain interrelationships among molecular , cellular , tissue , and organ functions in each system . describe the interdependency and interactions of the systems . explain contributions of organs and systems to the maintenance of homeostasis . identify causes and effects of homeostatic imbalances . describe modern technology and tools used to study anatomy and physiology . apply appropriate safety and ethical standards . locate and identify anatomical structures . appropriately utilize laboratory equipment , such as microscopes , dissection tools , general lab ware , physiology data acquisition systems , and virtual simulations . work collaboratively to perform experiments . demonstrate the steps involved in the scientific method . communicate results of scientific investigations , analyze data and formulate conclusions . use critical thinking and scientific problem - solving skills , including , but not limited to , inferring , integrating , synthesizing , and summarizing , to make decisions , recommendations , and predictions . apply scientific reasoning to investigate questions and utilize scientific tools such as microscopes and laboratory equipment to collect and analyze data . identify and describe the major gross anatomy and microscopic components . analyze and explain the functional roles of the following : endocrine system , circulatory system , lymphatic and immune systems , respiratory system , digestive system , urinary system , fluid / electrolyte and acid / base ( ph ) balances , reproductive system , development and inheritance . integrate the overall homeostatic mechanisms of these body systems .",Laboratory Skills,3,"['Equipment operation', 'Safety procedures', 'Data collection']","['Use microscopes', 'Perform dissections', 'Analyze samples.']"
2413771625545,"anatomy and physiology ii is the second part of a two - course sequence . it is a study of the structure and function of the human body including the following systems : endocrine , cardiovascular , immune , lymphatic , respiratory , digestive ( including nutrition ) , urinary ( including fluid and electrolyte balance ) , and reproductive ( including human development and genetics ) . emphasis is on interrelationships among systems and regulation of physiological functions involved in maintaining homeostasis . lab : the lab provides a hands - on learning experience for exploration of human system components and basic physiology . systems to be studied include endocrine , cardiovascular , immune , lymphatic , respiratory , digestive ( including nutrition ) , urinary ( including fluid and electrolyte balance ) , and reproductive ( including human development and genetics ) . lab required .","use anatomical terminology to identify and describe locations of major organs of each system covered . explain interrelationships among molecular , cellular , tissue , and organ functions in each system . describe the interdependency and interactions of the systems . explain contributions of organs and systems to the maintenance of homeostasis . identify causes and effects of homeostatic imbalances . describe modern technology and tools used to study anatomy and physiology . apply appropriate safety and ethical standards . locate and identify anatomical structures . appropriately utilize laboratory equipment , such as microscopes , dissection tools , general lab ware , physiology data acquisition systems , and virtual simulations . work collaboratively to perform experiments . demonstrate the steps involved in the scientific method . communicate results of scientific investigations , analyze data and formulate conclusions . use critical thinking and scientific problem - solving skills , including , but not limited to , inferring , integrating , synthesizing , and summarizing , to make decisions , recommendations , and predictions . apply scientific reasoning to investigate questions and utilize scientific tools such as microscopes and laboratory equipment to collect and analyze data . identify and describe the major gross anatomy and microscopic components . analyze and explain the functional roles of the following : endocrine system , circulatory system , lymphatic and immune systems , respiratory system , digestive system , urinary system , fluid / electrolyte and acid / base ( ph ) balances , reproductive system , development and inheritance . integrate the overall homeostatic mechanisms of these body systems .",Communication,3,"['Scientific writing', 'Presentation skills', 'Active listening']","['Explain concepts', 'Discuss findings', 'Collaborate effectively.']"
3367254374102,"generalist practice “ in context ” is the core of the learning in the social work 300 theme course . the social work 301 integrated study is designed to encourage the contextualizing of social work practice . it hinges upon the idea that everything social workers do in relationship is dependent upon the contextual practice in which the relationship unfolds . there are multiple ways of knowing and coming to know , eurocentric ways of knowing being only one of these . this portfolio is premised on the importance of exploring context and expanding perspective to recognize and include the uniqueness of different contexts . as [ NAME ] [ NAME ] , in reclaiming indigenous voice and vision ( 2000 ) states : “ the more people become aware of the conditionality of a context , the more likely they are to be able to effect meaningful change to that context ” . a contextual practice model affirms the need for social workers to expand their vision of both what can be done and how it is to be done . the themes in this course provide students with the opportunity to articulate a contextualized practice model , recognizing interconnection and interdependence between different ways of knowing and honouring of different cultural , geographical , and ethical contexts .","demonstrate self - reflection as it relates to engaging in professional practice through a comprehensive understanding and consciousness of the complex nature of a student ’s own identities . articulate professional identities as practitioners whose professional goal is to facilitate collective welfare and well - being . demonstrate critical awareness of how geographical , cultural , and linguistic contexts influence professional social work identity . integrate professional use of self in generalist social work practice . apply skills to monitor and evaluate their own behaviors in relation to the relevant codes of ethics and standards of practice . expand and further elaborate on their own contextualized model of generalist practice .",Self-Reflection,4,"['self-awareness', 'personal values', 'practice ethics']","['analyze personal biases', 'identify strengths/weaknesses', 'reflect on practice experiences.']"
3367254374102,"generalist practice “ in context ” is the core of the learning in the social work 300 theme course . the social work 301 integrated study is designed to encourage the contextualizing of social work practice . it hinges upon the idea that everything social workers do in relationship is dependent upon the contextual practice in which the relationship unfolds . there are multiple ways of knowing and coming to know , eurocentric ways of knowing being only one of these . this portfolio is premised on the importance of exploring context and expanding perspective to recognize and include the uniqueness of different contexts . as [ NAME ] [ NAME ] , in reclaiming indigenous voice and vision ( 2000 ) states : “ the more people become aware of the conditionality of a context , the more likely they are to be able to effect meaningful change to that context ” . a contextual practice model affirms the need for social workers to expand their vision of both what can be done and how it is to be done . the themes in this course provide students with the opportunity to articulate a contextualized practice model , recognizing interconnection and interdependence between different ways of knowing and honouring of different cultural , geographical , and ethical contexts .","demonstrate self - reflection as it relates to engaging in professional practice through a comprehensive understanding and consciousness of the complex nature of a student ’s own identities . articulate professional identities as practitioners whose professional goal is to facilitate collective welfare and well - being . demonstrate critical awareness of how geographical , cultural , and linguistic contexts influence professional social work identity . integrate professional use of self in generalist social work practice . apply skills to monitor and evaluate their own behaviors in relation to the relevant codes of ethics and standards of practice . expand and further elaborate on their own contextualized model of generalist practice .",Cultural Awareness,4,"['diversity', 'cultural norms', 'social justice']","['understand diverse perspectives', 'adapt communication', 'recognize cultural biases.']"
3367254374102,"generalist practice “ in context ” is the core of the learning in the social work 300 theme course . the social work 301 integrated study is designed to encourage the contextualizing of social work practice . it hinges upon the idea that everything social workers do in relationship is dependent upon the contextual practice in which the relationship unfolds . there are multiple ways of knowing and coming to know , eurocentric ways of knowing being only one of these . this portfolio is premised on the importance of exploring context and expanding perspective to recognize and include the uniqueness of different contexts . as [ NAME ] [ NAME ] , in reclaiming indigenous voice and vision ( 2000 ) states : “ the more people become aware of the conditionality of a context , the more likely they are to be able to effect meaningful change to that context ” . a contextual practice model affirms the need for social workers to expand their vision of both what can be done and how it is to be done . the themes in this course provide students with the opportunity to articulate a contextualized practice model , recognizing interconnection and interdependence between different ways of knowing and honouring of different cultural , geographical , and ethical contexts .","demonstrate self - reflection as it relates to engaging in professional practice through a comprehensive understanding and consciousness of the complex nature of a student ’s own identities . articulate professional identities as practitioners whose professional goal is to facilitate collective welfare and well - being . demonstrate critical awareness of how geographical , cultural , and linguistic contexts influence professional social work identity . integrate professional use of self in generalist social work practice . apply skills to monitor and evaluate their own behaviors in relation to the relevant codes of ethics and standards of practice . expand and further elaborate on their own contextualized model of generalist practice .",Ethical Practice,4,"['professional codes', 'ethical dilemmas', 'client rights']","['make ethical decisions', 'advocate for clients', 'comply with regulations.']"
3367254374102,"generalist practice “ in context ” is the core of the learning in the social work 300 theme course . the social work 301 integrated study is designed to encourage the contextualizing of social work practice . it hinges upon the idea that everything social workers do in relationship is dependent upon the contextual practice in which the relationship unfolds . there are multiple ways of knowing and coming to know , eurocentric ways of knowing being only one of these . this portfolio is premised on the importance of exploring context and expanding perspective to recognize and include the uniqueness of different contexts . as [ NAME ] [ NAME ] , in reclaiming indigenous voice and vision ( 2000 ) states : “ the more people become aware of the conditionality of a context , the more likely they are to be able to effect meaningful change to that context ” . a contextual practice model affirms the need for social workers to expand their vision of both what can be done and how it is to be done . the themes in this course provide students with the opportunity to articulate a contextualized practice model , recognizing interconnection and interdependence between different ways of knowing and honouring of different cultural , geographical , and ethical contexts .","demonstrate self - reflection as it relates to engaging in professional practice through a comprehensive understanding and consciousness of the complex nature of a student ’s own identities . articulate professional identities as practitioners whose professional goal is to facilitate collective welfare and well - being . demonstrate critical awareness of how geographical , cultural , and linguistic contexts influence professional social work identity . integrate professional use of self in generalist social work practice . apply skills to monitor and evaluate their own behaviors in relation to the relevant codes of ethics and standards of practice . expand and further elaborate on their own contextualized model of generalist practice .",Communication,4,"['active listening', 'verbal/nonverbal cues', 'interpersonal skills']","['build rapport', 'convey information effectively', 'negotiate solutions.']"
3367254374102,"generalist practice “ in context ” is the core of the learning in the social work 300 theme course . the social work 301 integrated study is designed to encourage the contextualizing of social work practice . it hinges upon the idea that everything social workers do in relationship is dependent upon the contextual practice in which the relationship unfolds . there are multiple ways of knowing and coming to know , eurocentric ways of knowing being only one of these . this portfolio is premised on the importance of exploring context and expanding perspective to recognize and include the uniqueness of different contexts . as [ NAME ] [ NAME ] , in reclaiming indigenous voice and vision ( 2000 ) states : “ the more people become aware of the conditionality of a context , the more likely they are to be able to effect meaningful change to that context ” . a contextual practice model affirms the need for social workers to expand their vision of both what can be done and how it is to be done . the themes in this course provide students with the opportunity to articulate a contextualized practice model , recognizing interconnection and interdependence between different ways of knowing and honouring of different cultural , geographical , and ethical contexts .","demonstrate self - reflection as it relates to engaging in professional practice through a comprehensive understanding and consciousness of the complex nature of a student ’s own identities . articulate professional identities as practitioners whose professional goal is to facilitate collective welfare and well - being . demonstrate critical awareness of how geographical , cultural , and linguistic contexts influence professional social work identity . integrate professional use of self in generalist social work practice . apply skills to monitor and evaluate their own behaviors in relation to the relevant codes of ethics and standards of practice . expand and further elaborate on their own contextualized model of generalist practice .",Generalist Practice,4,"['social work principles', 'client needs', 'community resources']","['assess client needs', 'develop interventions', 'link clients to resources.']"
8976481665318,"misunderstandings often arise when speakers of different languages , or indeed speakers of the same language communicate . some misunderstandings are easily identified and rectified or may be of little consequences . at other times there can be a complete breakdown in communication . serious miscommunication can even result when neither party is aware that there is any problem . both parties may think that the other is understanding perfectly what they are saying , though a major misunderstanding is unfolding resulting in misdiagnosis , mistreatment , gross injustice , financial penalty or the like . the course seeks to identify and make explicit sources of misunderstanding through practical investigation of interactions in a range of contexts . it will specifically address the use of interpreters , the role of dialectal differences and different cultural scripts ( including subcultures within the same language group ) . practical means of identifying and minimising misunderstandings will be promoted . this course will be of interest to a wide range of students , including students of linguistics , medicine , nursing and other health professions , law , media , education , social work , languages etc .","understand the importance of cross - cultural communication . think critically and analyse perspicaciously communication issues . understand how culture affects communication especially cross - cultural communication . be able to better interact with other communities all over the globe . develop intercultural awareness . possess linguistic analytical skills to assess cross - cultural misunderstanding . draw comparisons between a range of conversational styles . write a coherent and logically - argued essay involving cross - cultural communication , drawing on a range of perspectives and source materials . graduates have comprehensive knowledge and understanding of their subject area , the ability to engage with different traditions of thought , and the ability to apply their knowledge in practice including in multi - disciplinary or multi - professional contexts . graduates are effective problems - solvers , able to apply critical , creative and evidence - based thinking to conceive innovative responses to future challenges . graduates convey ideas and information effectively to a range of audiences for a variety of purposes and contribute in a positive and collaborative manner to achieving common goals . graduates engage in professional behaviour and have the potential to be entrepreneurial and take leadership roles in their chosen occupations or careers and communities . graduates are responsible and effective global citizens whose personal values and practices are consistent with their roles as responsible members of society .",Cross-cultural Communication,6,"['cultural sensitivity', 'communication theories', 'language nuances']","['interpersonal interaction', 'conflict resolution', 'intercultural training.']"
